Test 1- 13/10/21,,Test 2 - 13/10/21,,Test 3 - 13/10/21,,Test 4 - 13/10/21,,Test 1 - 09/11/21,,Test 2 - 09/11/21,
Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm],Height [mm],Pressure [Atm]
17.400,0.136,5.500,0.048,8.700,0.045,5.100,0.046,13.100,0.128,7.600,0.036
17.600,0.137,5.500,0.048,8.600,0.046,4.900,0.046,13.000,0.128,7.400,0.036
17.500,0.137,5.600,0.048,8.600,0.046,4.900,0.046,13.000,0.128,7.500,0.037
17.400,0.137,5.500,0.048,8.700,0.045,4.800,0.045,12.900,0.128,7.400,0.036
17.400,0.137,5.600,0.048,8.600,0.044,4.900,0.046,13.100,0.128,7.400,0.036
17.600,0.136,5.600,0.047,8.700,0.046,5.100,0.046,12.900,0.128,7.500,0.036
17.400,0.136,5.600,0.048,8.800,0.045,5.000,0.046,12.900,0.128,7.600,0.036
17.500,0.138,5.600,0.048,8.600,0.045,5.200,0.046,12.900,0.128,7.400,0.036
17.600,0.137,5.600,0.048,8.700,0.045,5.100,0.045,13.000,0.128,7.500,0.037
17.700,0.137,5.700,0.048,8.600,0.044,5.300,0.046,12.900,0.128,7.400,0.036
17.500,0.137,5.400,0.047,8.800,0.045,5.300,0.046,13.100,0.127,7.600,0.036
17.500,0.136,5.600,0.048,8.800,0.045,5.000,0.046,13.000,0.129,7.500,0.036
17.500,0.137,5.600,0.047,8.700,0.046,5.100,0.045,13.000,0.128,7.400,0.036
17.700,0.137,5.400,0.048,8.700,0.045,5.100,0.046,13.000,0.128,7.400,0.036
17.600,0.137,5.600,0.048,8.600,0.044,5.200,0.046,12.900,0.127,7.500,0.036
17.500,0.137,5.600,0.048,8.700,0.046,5.100,0.045,12.900,0.128,7.500,0.036
17.500,0.137,5.500,0.047,8.700,0.046,5.200,0.046,13.100,0.128,7.400,0.035
17.500,0.137,5.600,0.048,8.700,0.045,5.200,0.046,13.000,0.128,7.500,0.036
17.500,0.137,5.500,0.047,8.700,0.045,5.200,0.046,13.100,0.128,7.500,0.036
17.500,0.137,5.600,0.047,8.700,0.046,5.100,0.045,13.000,0.127,7.500,0.036
17.500,0.137,5.700,0.048,8.700,0.045,5.200,0.046,13.100,0.127,7.500,0.036
17.400,0.137,5.600,0.048,8.700,0.046,5.200,0.046,13.000,0.128,7.500,0.036
17.600,0.137,5.600,0.047,8.500,0.046,5.300,0.046,12.900,0.128,7.500,0.036
17.700,0.137,5.400,0.047,8.700,0.045,5.200,0.045,13.000,0.128,7.500,0.035
17.500,0.137,5.600,0.048,8.700,0.046,5.100,0.045,13.100,0.127,7.400,0.036
17.500,0.137,5.500,0.048,8.700,0.046,5.300,0.046,13.100,0.128,7.600,0.036
17.700,0.137,5.500,0.047,8.700,0.045,5.100,0.046,12.900,0.128,7.600,0.036
17.800,0.136,5.300,0.047,8.800,0.045,5.200,0.047,13.000,0.127,7.500,0.036
17.600,0.137,5.700,0.048,8.600,0.045,5.100,0.046,13.000,0.128,7.500,0.035
17.300,0.138,5.600,0.047,8.800,0.046,5.300,0.046,12.800,0.128,7.400,0.036
17.700,0.137,5.600,0.048,8.700,0.046,5.200,0.046,13.000,0.128,7.400,0.035
17.200,0.136,5.500,0.047,8.700,0.045,5.100,0.046,12.900,0.128,7.400,0.036
17.600,0.137,5.500,0.047,8.700,0.046,5.200,0.046,12.800,0.128,7.400,0.036
17.600,0.136,5.600,0.047,8.700,0.045,5.200,0.046,13.100,0.128,7.400,0.036
17.400,0.137,5.700,0.048,8.700,0.045,5.200,0.046,13.000,0.127,7.400,0.036
17.400,0.137,5.600,0.048,8.800,0.046,5.200,0.046,13.100,0.128,7.500,0.035
17.700,0.136,5.500,0.047,8.800,0.046,5.300,0.046,13.000,0.128,7.300,0.036
17.600,0.137,5.500,0.047,8.700,0.045,5.400,0.046,13.000,0.128,7.600,0.035
17.500,0.137,5.500,0.047,8.900,0.046,5.200,0.046,13.000,0.128,7.600,0.036
17.600,0.137,5.700,0.047,8.700,0.046,5.200,0.047,13.000,0.128,7.400,0.036
17.700,0.137,5.500,0.047,8.800,0.046,5.200,0.045,13.100,0.128,7.500,0.036
17.700,0.137,5.600,0.047,8.800,0.046,5.200,0.046,13.100,0.127,7.400,0.035
17.500,0.137,5.600,0.047,8.900,0.046,5.200,0.046,13.100,0.128,7.500,0.036
17.800,0.136,5.600,0.047,8.900,0.046,5.300,0.046,13.000,0.128,7.500,0.035
17.700,0.136,5.500,0.047,8.900,0.045,5.200,0.045,13.100,0.128,7.400,0.036
17.800,0.138,5.600,0.047,9.000,0.046,5.300,0.046,13.000,0.128,7.400,0.037
17.700,0.137,5.600,0.047,8.800,0.046,5.000,0.046,12.900,0.128,7.500,0.036
17.700,0.138,5.500,0.047,8.700,0.045,5.300,0.046,13.100,0.129,7.400,0.035
17.600,0.137,5.400,0.047,9.000,0.046,5.400,0.046,13.100,0.128,7.500,0.036
17.800,0.137,5.700,0.047,9.000,0.046,5.200,0.046,13.000,0.128,7.500,0.036
17.700,0.136,5.500,0.046,9.000,0.045,5.200,0.046,13.000,0.127,7.300,0.035
17.600,0.137,5.600,0.047,9.200,0.046,5.200,0.046,12.900,0.129,7.400,0.035
17.800,0.136,5.500,0.047,9.000,0.045,5.000,0.046,12.900,0.128,7.400,0.036
17.600,0.138,5.500,0.047,9.000,0.046,5.300,0.046,13.100,0.128,7.300,0.036
17.900,0.137,5.500,0.047,9.100,0.045,5.300,0.046,13.200,0.128,7.400,0.036
17.900,0.137,5.500,0.047,9.400,0.046,5.300,0.046,13.000,0.128,7.400,0.037
17.500,0.137,5.600,0.046,9.200,0.046,5.300,0.046,12.900,0.128,7.400,0.036
18.000,0.137,5.500,0.047,9.200,0.045,5.300,0.045,13.000,0.128,7.600,0.036
17.900,0.137,5.400,0.047,9.200,0.046,5.300,0.046,13.200,0.128,7.500,0.036
17.600,0.137,5.600,0.047,9.200,0.046,5.200,0.046,13.100,0.128,7.400,0.036
17.600,0.137,5.600,0.047,9.000,0.046,5.200,0.046,13.100,0.128,7.500,0.037
17.700,0.137,5.600,0.047,9.300,0.046,5.200,0.046,13.100,0.128,7.400,0.037
17.700,0.137,5.600,0.047,9.000,0.046,5.200,0.046,13.000,0.128,7.600,0.036
18.000,0.136,5.600,0.047,9.200,0.046,5.200,0.046,13.200,0.128,7.500,0.037
17.600,0.136,5.500,0.047,9.300,0.046,5.200,0.046,13.500,0.128,7.400,0.037
17.700,0.137,5.400,0.047,9.300,0.046,5.100,0.046,13.500,0.128,7.500,0.037
17.800,0.137,5.600,0.048,9.100,0.047,5.100,0.046,13.500,0.128,7.500,0.036
18.000,0.136,5.600,0.047,9.300,0.046,5.200,0.045,13.400,0.128,7.300,0.037
17.800,0.135,5.600,0.047,9.300,0.046,5.400,0.046,13.600,0.128,7.400,0.037
17.900,0.136,5.500,0.047,9.300,0.047,5.200,0.046,13.600,0.128,7.500,0.037
17.700,0.137,5.600,0.047,9.300,0.046,5.200,0.046,13.600,0.128,7.500,0.037
18.000,0.137,5.400,0.047,9.200,0.047,5.200,0.046,13.600,0.128,7.400,0.036
17.900,0.137,5.500,0.046,9.300,0.046,5.200,0.046,13.500,0.128,7.600,0.036
17.700,0.137,5.700,0.047,9.300,0.046,5.300,0.046,13.500,0.128,7.500,0.037
17.900,0.137,5.500,0.046,9.400,0.046,5.300,0.046,13.600,0.128,7.500,0.036
17.800,0.136,5.700,0.047,9.300,0.046,5.200,0.046,13.300,0.128,7.600,0.036
17.800,0.137,5.600,0.047,9.300,0.046,5.200,0.046,13.100,0.127,7.400,0.037
17.900,0.137,5.800,0.048,9.100,0.046,5.100,0.046,13.100,0.128,7.500,0.037
17.800,0.137,5.800,0.047,9.100,0.046,5.300,0.046,13.000,0.128,7.400,0.037
17.900,0.137,5.700,0.047,9.200,0.046,5.300,0.046,13.200,0.128,7.500,0.037
17.900,0.136,5.700,0.047,9.300,0.045,5.300,0.045,13.200,0.128,7.900,0.041
17.800,0.137,6.000,0.046,9.200,0.047,5.200,0.046,13.500,0.128,8.100,0.047
17.800,0.137,5.700,0.047,9.800,0.051,5.100,0.046,13.400,0.128,8.900,0.052
17.900,0.137,5.800,0.046,10.700,0.059,5.100,0.046,13.300,0.128,9.200,0.056
18.000,0.136,5.700,0.048,11.500,0.063,5.200,0.045,13.400,0.128,9.200,0.059
17.900,0.138,5.600,0.047,11.600,0.067,5.200,0.046,13.300,0.128,9.700,0.059
18.000,0.137,5.700,0.047,11.700,0.068,5.200,0.046,13.300,0.128,9.800,0.060
18.100,0.136,5.900,0.047,11.800,0.069,5.100,0.046,13.200,0.128,9.700,0.060
17.900,0.136,6.100,0.047,12.000,0.070,5.100,0.046,13.200,0.128,9.500,0.061
18.000,0.137,6.000,0.047,12.000,0.071,5.300,0.046,13.400,0.128,9.400,0.061
18.100,0.138,6.000,0.047,12.100,0.071,5.100,0.046,13.100,0.128,9.300,0.063
18.100,0.137,6.000,0.047,12.100,0.071,5.300,0.046,13.000,0.128,9.500,0.062
18.200,0.136,6.100,0.047,12.000,0.072,5.300,0.046,13.100,0.128,9.700,0.062
18.200,0.137,6.100,0.047,12.000,0.073,5.200,0.046,13.200,0.128,9.800,0.063
18.100,0.138,6.000,0.047,12.100,0.072,5.200,0.046,13.200,0.128,9.900,0.064
18.100,0.137,6.100,0.047,12.100,0.074,5.200,0.045,13.100,0.128,10.000,0.064
18.100,0.137,6.200,0.047,12.100,0.074,5.300,0.045,13.100,0.128,10.300,0.065
18.100,0.137,6.200,0.047,12.100,0.074,5.200,0.046,13.400,0.128,10.200,0.065
18.000,0.137,6.100,0.047,12.100,0.074,5.200,0.045,13.500,0.129,10.300,0.065
18.100,0.137,6.100,0.047,12.200,0.074,5.000,0.046,13.100,0.128,10.200,0.065
18.000,0.137,6.200,0.047,12.600,0.074,5.300,0.046,12.900,0.128,10.200,0.066
18.200,0.137,6.000,0.048,12.700,0.075,5.200,0.046,13.300,0.128,10.300,0.066
18.000,0.137,6.100,0.047,12.700,0.075,5.300,0.046,13.300,0.128,10.300,0.066
18.200,0.137,6.200,0.047,12.500,0.076,5.300,0.047,13.100,0.128,10.500,0.066
18.300,0.138,6.200,0.047,12.600,0.076,5.100,0.046,13.300,0.128,10.400,0.067
18.100,0.137,6.100,0.047,12.700,0.076,5.200,0.046,13.500,0.128,10.500,0.067
18.100,0.138,6.000,0.048,12.800,0.076,5.200,0.046,13.500,0.128,10.300,0.067
18.100,0.138,6.200,0.048,12.600,0.075,5.300,0.046,13.500,0.128,10.500,0.067
18.300,0.138,6.200,0.047,12.600,0.076,5.100,0.046,13.600,0.128,10.400,0.067
18.400,0.137,6.100,0.047,12.400,0.075,5.300,0.045,13.700,0.128,10.700,0.067
18.400,0.138,6.100,0.047,12.700,0.076,5.300,0.046,13.500,0.129,10.600,0.067
18.300,0.139,6.100,0.047,12.500,0.076,5.200,0.046,13.500,0.128,10.800,0.067
18.300,0.137,6.000,0.047,12.500,0.076,5.300,0.046,13.600,0.128,10.800,0.067
18.300,0.138,6.200,0.047,12.700,0.076,5.300,0.046,13.600,0.128,10.900,0.067
18.500,0.138,6.200,0.047,12.600,0.076,5.300,0.046,13.500,0.128,10.700,0.068
18.400,0.137,6.100,0.048,12.600,0.076,5.100,0.046,13.500,0.129,10.900,0.067
18.600,0.138,6.100,0.047,12.700,0.076,5.200,0.046,13.500,0.132,11.000,0.068
18.600,0.138,6.100,0.048,12.700,0.076,5.300,0.046,13.400,0.140,10.900,0.068
18.800,0.138,6.100,0.047,12.500,0.076,5.200,0.046,14.100,0.145,11.000,0.068
19.000,0.138,6.100,0.047,12.700,0.076,5.200,0.046,14.800,0.150,10.700,0.067
19.300,0.141,6.300,0.048,12.700,0.075,5.200,0.046,15.000,0.152,10.900,0.068
19.700,0.153,6.100,0.048,12.700,0.076,5.200,0.046,15.400,0.153,10.900,0.068
19.900,0.165,6.000,0.047,12.700,0.076,5.200,0.047,15.400,0.154,10.700,0.068
21.200,0.173,6.000,0.048,12.700,0.075,5.000,0.047,15.200,0.154,10.900,0.068
22.500,0.179,6.100,0.047,12.700,0.076,5.200,0.046,15.200,0.154,10.900,0.068
22.400,0.182,6.200,0.046,12.600,0.076,5.300,0.046,15.300,0.154,11.000,0.067
22.200,0.183,6.100,0.047,12.600,0.075,5.200,0.046,15.300,0.155,10.900,0.068
22.300,0.182,6.100,0.048,12.700,0.075,5.200,0.046,15.300,0.156,11.000,0.068
22.200,0.182,6.100,0.048,12.600,0.075,5.300,0.046,15.400,0.155,10.900,0.068
22.300,0.183,6.300,0.047,12.600,0.076,5.100,0.047,15.700,0.156,10.700,0.069
22.300,0.184,6.200,0.048,12.700,0.076,5.100,0.046,15.800,0.156,11.000,0.068
22.400,0.184,6.100,0.048,12.600,0.075,5.200,0.046,16.200,0.156,10.900,0.067
22.300,0.184,6.100,0.048,12.700,0.075,5.200,0.046,16.500,0.156,10.900,0.068
22.400,0.184,6.100,0.047,12.600,0.075,5.300,0.046,16.300,0.157,10.700,0.069
22.700,0.185,6.100,0.047,12.700,0.075,5.200,0.046,16.100,0.158,10.800,0.069
22.900,0.184,6.100,0.047,12.700,0.076,5.100,0.046,15.900,0.158,10.900,0.068
22.800,0.184,6.100,0.047,12.700,0.075,5.200,0.047,15.900,0.158,10.900,0.068
22.900,0.185,6.000,0.048,12.700,0.076,5.400,0.047,15.700,0.157,10.900,0.069
22.700,0.186,6.200,0.047,12.600,0.075,5.200,0.046,15.800,0.159,10.900,0.069
22.800,0.185,6.100,0.047,12.700,0.075,5.200,0.046,16.000,0.158,10.800,0.068
22.800,0.186,6.200,0.048,12.700,0.076,5.200,0.046,15.800,0.158,11.000,0.069
22.700,0.186,5.900,0.047,12.700,0.076,5.100,0.047,15.900,0.159,10.900,0.069
22.800,0.186,6.100,0.048,12.700,0.075,5.300,0.046,15.900,0.158,10.800,0.068
22.900,0.188,6.000,0.048,12.600,0.075,5.200,0.046,15.800,0.158,11.000,0.069
23.200,0.186,6.100,0.048,12.600,0.075,5.200,0.047,15.800,0.158,10.900,0.069
22.900,0.187,6.100,0.047,12.700,0.075,5.300,0.052,15.900,0.158,10.900,0.068
22.800,0.187,6.100,0.047,12.700,0.075,6.400,0.059,15.900,0.158,11.000,0.069
23.000,0.187,6.100,0.047,12.600,0.075,6.600,0.064,15.800,0.158,10.900,0.069
23.300,0.186,6.100,0.048,12.700,0.076,6.200,0.066,16.000,0.157,10.900,0.069
23.400,0.187,6.100,0.048,12.700,0.075,6.800,0.069,16.000,0.158,10.900,0.069
23.500,0.188,6.200,0.047,12.600,0.075,6.600,0.069,15.800,0.157,10.900,0.069
23.400,0.187,6.200,0.050,12.700,0.076,6.700,0.070,15.800,0.158,11.000,0.069
23.400,0.187,6.200,0.057,12.600,0.076,6.900,0.071,15.900,0.158,11.000,0.069
23.300,0.188,7.100,0.063,12.500,0.075,6.900,0.071,15.900,0.158,11.000,0.069
23.600,0.188,7.800,0.066,12.600,0.076,6.900,0.072,16.200,0.157,10.800,0.070
23.400,0.188,7.800,0.070,12.800,0.076,7.000,0.072,15.800,0.157,10.800,0.069
23.400,0.188,8.100,0.070,12.500,0.075,6.800,0.072,16.100,0.157,10.900,0.069
23.400,0.188,8.400,0.072,12.700,0.076,6.800,0.073,15.700,0.158,10.900,0.069
23.400,0.188,8.100,0.072,12.600,0.075,7.000,0.073,16.000,0.157,10.900,0.069
23.400,0.188,8.300,0.072,12.600,0.076,6.800,0.074,15.800,0.158,11.100,0.069
23.400,0.188,9.000,0.072,12.500,0.076,6.800,0.074,15.800,0.158,11.300,0.070
23.400,0.188,8.900,0.074,12.700,0.075,6.900,0.074,15.800,0.157,11.100,0.069
23.400,0.187,8.600,0.074,12.500,0.076,6.900,0.075,15.800,0.158,11.100,0.070
23.400,0.188,9.100,0.074,12.600,0.075,6.900,0.074,16.000,0.158,10.900,0.070
23.400,0.187,9.000,0.074,12.600,0.075,6.900,0.074,16.000,0.157,11.100,0.069
23.400,0.188,9.000,0.074,12.700,0.076,7.000,0.075,16.100,0.157,10.900,0.070
23.400,0.188,9.200,0.075,12.700,0.076,7.100,0.075,16.000,0.158,10.900,0.069
23.600,0.189,9.400,0.075,12.600,0.075,6.800,0.075,16.300,0.157,10.900,0.070
23.400,0.188,9.300,0.076,12.500,0.075,6.800,0.076,16.200,0.158,11.100,0.069
23.300,0.188,9.000,0.075,12.700,0.076,6.900,0.075,16.300,0.158,10.800,0.069
23.500,0.189,9.100,0.075,12.700,0.076,6.900,0.076,16.300,0.157,11.000,0.070
23.300,0.189,8.900,0.076,12.600,0.076,6.900,0.075,16.100,0.158,11.100,0.070
23.200,0.189,9.200,0.076,12.600,0.076,6.800,0.076,15.900,0.158,11.000,0.069
23.500,0.189,9.000,0.076,12.700,0.076,6.900,0.076,16.100,0.159,11.200,0.069
23.500,0.188,9.100,0.076,12.800,0.076,6.700,0.077,16.200,0.158,11.000,0.069
23.500,0.188,9.000,0.076,12.700,0.075,6.900,0.076,16.200,0.157,11.000,0.069
23.600,0.188,9.200,0.075,12.700,0.076,7.000,0.076,16.300,0.159,11.000,0.070
23.500,0.189,9.100,0.076,12.900,0.076,6.900,0.076,16.200,0.158,11.400,0.070
23.300,0.188,8.900,0.077,12.800,0.076,6.900,0.077,16.400,0.158,11.300,0.070
23.400,0.188,9.300,0.076,12.600,0.076,6.900,0.076,16.400,0.158,11.500,0.069
23.400,0.189,9.600,0.076,12.600,0.076,7.000,0.075,15.800,0.157,11.300,0.070
23.400,0.188,9.600,0.076,12.700,0.077,6.900,0.076,15.900,0.158,11.200,0.070
23.400,0.188,9.600,0.077,12.800,0.076,6.800,0.076,16.100,0.158,11.500,0.070
23.400,0.188,10.000,0.076,12.700,0.076,7.000,0.076,16.300,0.158,11.100,0.070
23.300,0.187,10.000,0.077,12.900,0.077,7.000,0.075,16.300,0.158,11.300,0.070
23.400,0.188,10.200,0.076,12.800,0.077,6.900,0.076,16.400,0.158,11.100,0.069
23.600,0.187,10.300,0.077,12.700,0.077,6.900,0.076,16.400,0.157,11.200,0.069
23.300,0.187,10.100,0.076,13.000,0.077,7.100,0.076,16.400,0.158,11.200,0.069
23.400,0.188,10.100,0.077,12.800,0.077,7.000,0.076,16.200,0.158,11.400,0.070
23.500,0.188,10.100,0.076,13.000,0.077,7.000,0.076,16.500,0.158,11.100,0.070
23.300,0.188,9.600,0.079,12.800,0.077,6.900,0.075,16.300,0.158,10.800,0.069
23.400,0.188,9.700,0.077,13.000,0.077,7.000,0.076,16.200,0.158,11.100,0.070
23.500,0.187,9.600,0.078,12.700,0.077,6.900,0.077,16.100,0.158,11.300,0.069
23.400,0.188,9.600,0.078,12.700,0.076,6.700,0.075,16.000,0.158,11.100,0.069
23.500,0.188,9.700,0.076,13.000,0.077,7.000,0.076,15.800,0.158,11.200,0.069
23.400,0.187,9.400,0.078,13.100,0.077,6.900,0.076,15.800,0.158,11.200,0.070
23.500,0.187,9.600,0.077,13.000,0.077,7.000,0.076,15.800,0.158,10.900,0.069
23.400,0.187,9.500,0.078,13.200,0.076,7.000,0.075,15.800,0.158,11.000,0.069
23.500,0.187,9.900,0.077,13.300,0.077,7.300,0.076,15.600,0.158,11.100,0.069
23.400,0.187,9.700,0.079,13.200,0.077,7.200,0.076,15.800,0.158,11.000,0.069
23.500,0.186,9.800,0.077,13.000,0.077,7.300,0.075,15.800,0.158,10.900,0.069
23.500,0.187,9.500,0.078,13.100,0.077,7.100,0.076,16.000,0.158,11.000,0.069
23.500,0.187,9.600,0.077,13.200,0.076,7.400,0.075,16.000,0.158,10.900,0.069
23.500,0.187,9.600,0.077,13.300,0.076,7.400,0.076,15.800,0.158,10.800,0.069
23.500,0.187,9.600,0.078,13.300,0.077,7.500,0.075,15.800,0.158,10.900,0.069
23.400,0.188,9.600,0.079,13.100,0.076,7.400,0.076,15.800,0.159,10.900,0.069
23.500,0.186,9.500,0.077,13.200,0.077,7.500,0.076,15.900,0.158,10.900,0.069
23.600,0.186,9.500,0.076,13.200,0.076,7.300,0.076,15.900,0.158,10.800,0.069
23.500,0.187,9.500,0.077,13.200,0.077,7.500,0.076,15.800,0.158,11.000,0.069
23.400,0.187,9.600,0.078,13.100,0.076,7.400,0.076,15.900,0.158,11.000,0.069
23.400,0.187,9.700,0.077,13.300,0.076,7.400,0.076,15.900,0.158,10.800,0.069
23.800,0.187,9.500,0.077,13.300,0.077,7.500,0.076,15.800,0.159,10.900,0.069
23.700,0.187,9.600,0.078,13.100,0.076,7.600,0.075,15.800,0.158,11.100,0.069
23.500,0.187,9.600,0.078,13.100,0.077,7.500,0.076,15.900,0.158,10.900,0.069
23.600,0.187,9.700,0.076,13.200,0.077,7.500,0.076,15.600,0.159,10.900,0.069
23.700,0.187,9.600,0.077,13.000,0.077,7.400,0.076,15.800,0.158,11.000,0.068
23.600,0.187,9.600,0.077,13.300,0.077,7.500,0.076,16.000,0.158,11.000,0.068
23.700,0.187,9.600,0.076,13.300,0.076,7.300,0.075,15.900,0.159,10.900,0.069
23.600,0.187,9.500,0.077,13.200,0.076,7.400,0.076,15.800,0.158,10.900,0.069
23.600,0.186,9.500,0.079,13.100,0.076,7.500,0.076,15.800,0.159,11.000,0.070
23.700,0.187,9.800,0.077,13.200,0.077,7.500,0.076,15.700,0.159,10.900,0.069
23.600,0.186,9.600,0.077,13.100,0.076,7.300,0.076,15.800,0.159,10.800,0.068
23.400,0.187,9.600,0.077,13.200,0.077,7.500,0.076,15.800,0.159,10.900,0.069
23.400,0.187,9.700,0.077,13.200,0.077,7.500,0.076,15.700,0.159,10.700,0.069
23.500,0.186,9.600,0.076,13.200,0.077,7.500,0.076,15.900,0.159,10.900,0.069
23.400,0.187,9.700,0.077,13.300,0.077,7.400,0.076,15.700,0.158,10.900,0.069
23.700,0.187,9.400,0.078,13.200,0.076,7.600,0.076,15.800,0.159,10.900,0.068
23.400,0.186,9.600,0.078,13.200,0.077,7.500,0.076,15.800,0.159,10.900,0.068
24.000,0.186,9.500,0.078,13.100,0.076,7.500,0.076,15.800,0.158,10.900,0.068
23.800,0.186,9.600,0.077,13.200,0.076,7.300,0.075,15.900,0.159,10.900,0.069
23.800,0.186,9.500,0.077,13.400,0.077,7.500,0.076,15.800,0.159,10.900,0.068
24.000,0.186,9.500,0.077,13.300,0.077,7.600,0.076,15.900,0.158,11.000,0.068
23.600,0.186,9.500,0.077,13.100,0.077,7.500,0.075,15.900,0.159,10.800,0.069
23.700,0.186,9.500,0.077,13.300,0.077,7.500,0.076,15.700,0.159,11.000,0.069
23.800,0.187,9.600,0.076,13.200,0.077,7.600,0.076,15.800,0.159,11.000,0.068
24.100,0.187,9.600,0.077,13.100,0.077,7.500,0.076,15.700,0.159,10.900,0.068
23.800,0.187,9.500,0.077,13.200,0.078,7.500,0.075,15.600,0.158,10.900,0.068
23.800,0.187,9.500,0.078,13.200,0.077,7.500,0.077,15.800,0.159,11.000,0.068
23.900,0.186,9.700,0.078,13.100,0.077,7.500,0.076,15.800,0.159,10.900,0.068
24.000,0.186,9.400,0.078,13.300,0.077,7.500,0.076,15.800,0.159,10.900,0.068
23.900,0.187,9.500,0.078,13.200,0.077,7.400,0.076,15.800,0.159,10.700,0.068
24.000,0.187,9.600,0.077,13.200,0.077,7.300,0.076,15.800,0.159,10.900,0.068
24.100,0.186,9.800,0.077,13.200,0.077,7.400,0.075,15.800,0.159,11.000,0.068
23.800,0.186,9.400,0.077,13.200,0.077,7.400,0.076,15.800,0.158,11.000,0.069
23.800,0.185,9.600,0.077,13.200,0.076,7.500,0.076,15.800,0.159,10.900,0.069
23.900,0.187,9.600,0.078,13.300,0.077,7.500,0.076,15.800,0.159,10.800,0.068
23.800,0.187,9.500,0.077,13.100,0.078,7.600,0.076,15.800,0.159,11.000,0.068
24.000,0.187,9.600,0.077,13.300,0.077,7.600,0.076,15.900,0.158,11.100,0.068
24.000,0.187,9.600,0.078,13.200,0.077,7.500,0.075,15.800,0.159,10.900,0.069
24.000,0.187,9.600,0.076,13.200,0.077,7.300,0.076,15.900,0.159,10.700,0.068
23.900,0.186,9.400,0.076,13.200,0.077,7.500,0.076,15.800,0.158,10.900,0.068
23.900,0.187,9.600,0.077,13.200,0.077,7.500,0.076,15.800,0.159,10.900,0.068
24.000,0.187,9.600,0.077,13.000,0.077,7.500,0.076,15.900,0.159,11.000,0.068
23.900,0.187,9.500,0.078,13.100,0.077,7.500,0.076,15.800,0.158,10.800,0.068
23.900,0.187,9.600,0.077,13.200,0.077,7.500,0.076,15.900,0.158,11.100,0.069
23.900,0.188,9.400,0.078,13.100,0.077,7.500,0.076,15.800,0.159,10.900,0.068
23.700,0.188,9.600,0.077,13.200,0.077,7.400,0.076,15.700,0.159,11.000,0.069
24.100,0.188,9.500,0.078,13.200,0.078,7.600,0.076,16.000,0.158,10.800,0.068
23.800,0.188,9.600,0.077,13.200,0.077,7.400,0.076,15.800,0.158,11.000,0.068
23.900,0.188,9.300,0.078,13.400,0.077,7.600,0.076,15.800,0.159,10.900,0.068
23.900,0.189,9.600,0.077,13.200,0.078,7.500,0.075,15.800,0.159,11.000,0.068
24.000,0.189,9.600,0.077,13.300,0.078,7.500,0.076,15.800,0.159,10.900,0.068
24.000,0.188,9.500,0.077,13.200,0.077,7.500,0.076,15.800,0.159,10.900,0.068
23.900,0.188,9.600,0.078,13.100,0.077,7.400,0.076,15.800,0.159,11.000,0.068
23.900,0.188,9.600,0.077,13.200,0.077,7.500,0.076,15.900,0.158,11.000,0.068
24.000,0.187,9.400,0.078,13.200,0.077,7.400,0.076,15.700,0.159,10.800,0.069
24.000,0.188,9.500,0.077,13.400,0.077,7.400,0.077,15.900,0.158,10.900,0.068
23.900,0.187,9.600,0.077,13.300,0.077,7.500,0.076,15.900,0.158,11.000,0.068
24.000,0.188,9.500,0.078,13.100,0.077,7.400,0.077,15.900,0.158,10.900,0.068
23.900,0.188,9.500,0.078,13.100,0.077,7.600,0.076,15.800,0.159,11.100,0.068
23.800,0.188,9.400,0.078,13.100,0.077,7.500,0.076,15.700,0.158,11.200,0.069
23.900,0.188,9.400,0.078,13.200,0.077,7.500,0.077,15.800,0.158,10.700,0.068
24.500,0.196,9.400,0.078,13.400,0.077,7.500,0.076,15.800,0.159,10.800,0.069
26.200,0.207,9.500,0.077,13.200,0.077,7.400,0.075,15.700,0.158,10.900,0.069
27.300,0.217,9.300,0.078,13.000,0.077,7.400,0.077,16.000,0.158,11.000,0.069
28.600,0.225,9.300,0.077,13.300,0.077,7.600,0.076,15.900,0.158,11.000,0.068
29.900,0.230,9.400,0.077,13.300,0.077,7.500,0.076,15.900,0.158,11.000,0.068
30.200,0.233,9.300,0.077,13.200,0.077,7.400,0.077,15.900,0.159,11.100,0.068
30.200,0.233,9.100,0.077,13.100,0.077,7.500,0.076,15.900,0.158,11.000,0.068
30.300,0.233,8.900,0.078,13.300,0.078,7.500,0.077,15.900,0.159,11.000,0.068
30.100,0.233,9.000,0.078,13.200,0.078,7.500,0.076,15.900,0.159,11.100,0.068
30.300,0.234,9.000,0.077,13.200,0.078,7.500,0.077,15.800,0.158,11.100,0.069
30.200,0.234,9.000,0.078,13.300,0.076,7.500,0.077,15.900,0.158,10.900,0.068
30.300,0.235,9.000,0.078,13.100,0.077,7.500,0.076,15.700,0.158,10.900,0.069
30.500,0.236,9.200,0.078,13.200,0.078,7.500,0.076,15.800,0.159,10.900,0.069
30.300,0.235,9.000,0.077,13.300,0.077,7.400,0.076,15.700,0.158,11.300,0.070
30.600,0.234,8.900,0.078,13.300,0.077,7.400,0.076,15.800,0.159,12.500,0.076
30.700,0.235,9.100,0.078,13.500,0.082,7.600,0.076,15.800,0.158,13.400,0.083
